finbif_api_var,translated_var,dwc,default_var,quality_var,type,class,single,select,order,aggregate,aggregate_events,aggregate_documents,doc,date,localised
unit.identifications.taxonID,record_identifications_taxon_id2,occurrenceIdentificationsTaxonConceptID2,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.taxonSpecifier,record_identifications_specifier,occurrenceIdentificationsSpecifier,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.taxonSpecifierAuthor,record_identifications_specifier_author,occurrenceIdentificationsSpeciferAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.plantStatusCode,plant_status_code,plantStatusCode,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.author,type_specimen_author,typeSpecimenAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.basionymePublication,type_specimen_basionyme_publication,typeSpecimenBasionymePublication,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.facts.decimalValue,type_specimen_fact_decimal,typeSpecimenFactDecimal,FALSE,FALSE,double,double,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.facts.fact,type_specimen_fact_name,typeSpecimenFactName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.facts.integerValue,type_specimen_fact_integer,typeSpecimenFactInteger,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.facts.value,type_specimen_fact_value,typeSpecimenFactValue,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.id,type_specimen_id,typeSpecimenID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.checklist,type_specimen_taxon_checklist,typeSpecimenTaxonChecklist,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.cursiveName,type_specimen_scientific_name_italicised,typeSpecimenScientificNameItalicised,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.finnish,type_specimen_taxon_finnish,typeSpecimenTaxonFinnishStatus,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.id,type_specimen_taxon_id,typeSpecimenTaxonConceptID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.informalTaxonGroups,type_specimen_informal_groups_id,typeSpecimenInformalTaxonGroupsID,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.latestRedListStatusFinland.status,type_specimen_red_list_status_id,typeSpecimenRedListStatusID,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.latestRedListStatusFinland.year,type_specimen_red_list_year,typeSpecimenRedListYear,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.scientificName,type_specimen_taxon_scientific_name,typeSpecimenScientificName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.scientificNameAuthorship,type_specimen_taxon_scientific_name_author,typeSpecimenScientificNameAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.scientificNameDisplayName,type_specimen_taxon_scientific_display_name,typeSpecimenScientificDisplayName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.sensitive,type_specimen_taxon_sensitive,typeSpecimenTaxonSensitive,FALSE,FALSE,logical,logical,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.taxonRank,type_specimen_taxon_rank_id,typeSpecimenTaxonRankID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.taxonomicOrder,type_specimen_taxonomic_order,typeSpecimenTaxonomicOrder,FALSE,FALSE,integer,integer,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.vernacularName,type_specimen_common_name,typeSpecimenVernacularName,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.kingdomScientificName,type_specimen_kingdom,typeSpecimenKingdom,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.notes,type_specimen_notes,typeSpecimenRemarks,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.publication,type_specimen_publication,typeSpecimenPublication,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.status,type_specimen_status,typeSpecimenStatus,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.taxon,type_specimen_taxon,typeSpecimenTaxon,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.taxonID,type_specimen_taxon_id2,typeSpecimenTaxonConceptID2,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.taxonSpecifier,type_specimen_specifier,typeSpecimenSpecifier,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.taxonSpecifierAuthor,type_specimen_specifier_author,typeSpecimenSpecifierAuthor,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.typif,type_specimen_typed_by,typeSpecimenTypedBy,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.typifDate,type_specimen_date_typed,typeSpecimenDateTyped,FALSE,FALSE,character,date,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.verification,type_specimen_verification,typeSpecimenVerification,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_informal_groups_english,informal_groups_english,informalTaxonGroupsEnglish,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_informal_groups_finnish,informal_groups_finnish,informalTaxonGroupsFinnish,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_record_quality_source,record_quality_source,occurrenceQualitySource,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_record_quality_message,record_quality_message,occurrenceQualityMessage,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_formatted_taxon_name,formatted_taxon_name,displayTaxonName,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_coordinates_10_center_ykj,coordinates_10_center_ykj,decimalCoordinatesGrid10CenterYKJ,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_coordinates_10_ykj,coordinates_10_ykj,decimalCoordinatesGrid10YKJ,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_coordinates_euref,coordinates_euref,decimalCoordinatesEUREF,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_coordinates_1_center_ykj,coordinates_1_center_ykj,decimalCoordinatesGrid1CenterYKJ,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_coordinates_1_ykj,coordinates_1_ykj,decimalCoordinatesGrid1YKJ,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_collection_name,collection_name,datasetName,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
missing_var_invasive_control_class,invasive_control_class,invasiveControlClass,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.randomKey,document_key,documentKey,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.occurrenceCountFinland,record_annotation_identification_total_finnish_records,occurrenceAnnotationIdentificationCountFinnish,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.primaryHabitat.habitat,record_annotation_identification_primary_habitat_id,occurrenceAnnotationIdentificationPrimaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.primaryHabitat.habitatSpecificTypes,record_annotation_identification_primary_habitat_specific_type_id,occurrenceAnnotationIdentificationPrimaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.primaryHabitat.id,record_annotation_identification_primary_habitat_numeric_id,occurrenceAnnotationIdentificationPrimaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.primaryHabitat.order,record_annotation_identification_primary_habitat_order,occurrenceAnnotationIdentificationPrimaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.occurrenceCountFinland,record_pre_annotation_total_finnish_records,occurrencePreAnnotationCountFinnish,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.primaryHabitat.habitat,record_pre_annotation_primary_habitat_id,occurrencePreAnnotationPrimaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.primaryHabitat.habitatSpecificTypes,record_pre_annotation_primary_habitat_specific_type_id,occurrencePreAnnotationPrimaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.primaryHabitat.id,record_pre_annotation_primary_habitat_numeric_id,occurrencePreAnnotationPrimaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.primaryHabitat.order,record_pre_annotation_primary_habitat_order,occurrencePreAnnotationPrimaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.occurrenceCountFinland,record_identifications_total_finnish_records,occurrenceIdentificationsCountFinnish,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.primaryHabitat.habitat,record_identifications_primary_habitat_id,occurrenceIdentificationsPrimaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.primaryHabitat.habitatSpecificTypes,record_identifications_primary_habitat_specific_type_id,occurrenceIdentificationsPrimaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.primaryHabitat.id,record_identifications_primary_habitat_numeric_id,occurrenceIdentificationsPrimaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.primaryHabitat.order,record_identifications_primary_habitat_order,occurrenceIdentificationsPrimaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.primaryHabitat.habitat,orig_primary_habitat_id,originalPrimaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.primaryHabitat.habitatSpecificTypes,orig_primary_habitat_specific_type_id,originalPrimaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.primaryHabitat.id,orig_primary_habitat_numeric_id,originalPrimaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.primaryHabitat.order,orig_primary_habitat_order,originalPrimaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.primaryHabitat.habitat,primary_habitat_id,primaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_from_id_primary_habitat,primary_habitat,primaryHabitat,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.primaryHabitat.habitatSpecificTypes,primary_habitat_specific_type_id,primaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.primaryHabitat.id,primary_habitat_numeric_id,primaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.primaryHabitat.order,primary_habitat_order,primaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.occurrenceCountFinland,type_specimen_total_finnish_records,typeSpecimenCountFinnish,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.primaryHabitat.habitat,type_specimen_primary_habitat_id,typeSpecimenPrimaryHabitatID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.primaryHabitat.habitatSpecificTypes,type_specimen_primary_habitat_specific_type_id,typeSpecimenPrimaryHabitatSpecificTypeID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.primaryHabitat.id,type_specimen_primary_habitat_numeric_id,typeSpecimenPrimaryHabitatNumericID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.primaryHabitat.order,type_specimen_primary_habitat_order,typeSpecimenPrimaryHabitatOrder,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.administrativeStatuses,record_annotation_taxon_regulatory_status_id,occurrenceAnnotationTaxonRegulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.administrativeStatuses,record_pre_annotation_taxon_regulatory_status_id,occurrencePreAnnotationTaxonRegulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.administrativeStatuses,record_identifications_taxon_regulatory_status_id,occurrenceIdentificationsTaxonRegulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.administrativeStatuses,type_specimen_regulatory_status_id,typeSpecimenRegulatoryStatusID,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.atlasClass,atlas_class_id,atlasClass,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.atlasCode,atlas_code_id,atlasCode,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_from_id_atlas_class,atlas_class,atlasClass,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_from_id_atlas_code,atlas_code,atlasCode,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.prefix,document_prefix,documentPrefix,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.dataSource,data_source,dataSource,FALSE,FALSE,character,character,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.siteStatus,site_status,siteStatus,FALSE,FALSE,character,character,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.siteType,site_type,siteType,FALSE,FALSE,character,character,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
gathering.stateLand,state_land,isStateLand,FALSE,FALSE,logical,logical,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
document.createdDateMonth,created_date_month,createdDateMonth,FALSE,FALSE,character,character,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.alternativeId,location_alt_id,locationAltID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.namedPlace.tags,location_tags,locationTags,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
document.completeListTaxonId,complete_list_taxon_id,completeListTaxonConceptID,FALSE,FALSE,character,uri,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
document.completeListType,complete_list_type,completeListType,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.threatenedStatus,record_annotation_threatened_status_id,occurrenceAnnotationThreatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.threatenedStatus,record_pre_annotation_threatened_status_id,occurrencePreAnnotationThreatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.threatenedStatus,record_identifications_threatened_status_id,occurrenceIdentificationsThreatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.threatenedStatus,orig_taxon_threatened_status_id,originalTaxonThreatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.threatenedStatus,threatened_status_id,threatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.threatenedStatus,type_specimen_threatened_status_id,typeSpecimenThreatenedStatusID,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
computed_var_from_id_threatened_status,threatened_status,threatenedStatus,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.nameEnglish,record_annotation_identification_common_name_english,occurrenceAnnotationIdentificationVernacularNameEnglish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.nameFinnish,record_annotation_identification_common_name_finnish,occurrenceAnnotationIdentificationVernacularNameFinnish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.nameSwedish,record_annotation_identification_common_name_swedish,occurrenceAnnotationIdentificationVernacularNameSwedish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.nameEnglish,record_pre_annotation_common_name_english,occurrencePreAnnotationVernacularNameEnglish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.nameFinnish,record_pre_annotation_common_name_finnish,occurrencePreAnnotationVernacularNameFinnish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.nameSwedish,record_pre_annotation_common_name_swedish,occurrencePreAnnotationVernacularNameSwedish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.nameEnglish,record_identifications_common_name_english,occurrenceIdentificationsVernacularNameEnglish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.nameFinnish,record_identifications_common_name_finnish,occurrenceIdentificationsVernacularNameFinnish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.nameSwedish,record_identifications_common_name_swedish,occurrenceIdentificationsVernacularNameSwedish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.nameEnglish,type_specimen_common_name_english,typeSpecimenVernacularNameEnglish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.nameFinnish,type_specimen_common_name_finnish,typeSpecimenVernacularNameFinnish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.nameSwedish,type_specimen_common_name_swedish,typeSpecimenVernacularNameSwedish,FALSE,FALSE,character,character,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.redListStatusGroup,orig_red_list_status_group_id,originalTaxonRedListStatusGroupID,FALSE,FALSE,character,factor,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.redListStatusGroup,taxon_red_list_status_group_id,taxonRedListStatusGroupID,FALSE,FALSE,character,factor,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
document.referenceURL,document_reference_url,documentReferenceURL,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.externalMediaCount,record_external_media_count,occurrenceExternalAssociatedMediaCount,FALSE,FALSE,integer,integer,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.identification.linkings.taxon.taxonConceptIds,record_annotation_taxon_concept_ids,occurrenceAnnotationIdentificationTaxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.annotations.occurrenceAtTimeOfAnnotation.linkings.taxon.taxonConceptIds,record_pre_annotation_taxon_concept_ids,occurrencePreAnnotationTaxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.identifications.linkings.taxon.taxonConceptIds,record_identifications_taxon_concept_ids,occurrenceIdentificationsTaxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.taxonConceptIds,orig_taxon_concept_ids,originalTaxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.taxonConceptIds,taxon_concept_ids,taxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.types.linkings.taxon.taxonConceptIds,type_specimen_taxon_concept_ids,typeSpecimenTaxonConceptIDs,FALSE,FALSE,character,uri,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.originalTaxon.virva,orig_taxon_virva,originalTaxonVirva,FALSE,FALSE,logical,logical,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.linkings.taxon.virva,taxon_Virva,taxonVirva,FALSE,FALSE,logical,logical,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
unit.interpretations.collectionAndRecordQuality,collection_and_record_quality,collectionAndRecordQuality,FALSE,FALSE,character,character,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
